key_index,text,overall
9170,Corvo is back tomorrow on next gen! Pick up the excellent Dishonored on Xbox One and PS4 from tomorrow. http://t.co/al9CEvbwHn,3
15352,"Sam Smith on Bond rumors in July: ""Definitely not"" and ""I have no idea what's going on.""  Today:  https://t.co/IfViBvpcq0",2
3042,"Seeing Ant-Man on monday, finally. 9pm showing, so i'll be useless the next day. And I don't care.",3
18609,don't be sad when the sun goes down! #MTVStars Lady Gaga,2
19394,@mavrick803 rubbish those who kill innocent are going hell simple. 2nd highest population of Jews in ME live in Iran after isreal,1
1881,When I get to my mom's house on Sunday I'm going to force her to listen to Calibraska just for Jack and Jack's sake,3
4905,@republicwirelss my mother is going to order her phone tomorrow! Probably getting a Moto G.,3
7024,"Me ""Caitlyn Jenner may get charged for manslaughter.""  @gillianhilton13 ""at least it's not women slaughter""",1
1336,"Anyone's going on 29 July for ME5CALINE, IAG and FOURXBRID's performances?! If Kpop fans are going, favourite! ^^ #rpconfessions",3
17719,Briana's stepdad liked this (via @BrianaNews ) so from Dec 17 2014 to Dec 6...it makes roughly one year...that's it..I say their r loopholes,2
110,Instead of watching the Miss USA pageant I watched Drop Dead Gorgeous...A 1999 dark comedy &amp; Amy Adams 1st role! #USA http://t.co/AmchDlvhaU,2
15147,@drunkacid chillllll Lisa you're gonna go out tomorrow and be Gucci,3
8894,"@Corrienationstr I agree with you, because Kane is much cheaper and Bale though a fee is agreeable, he may not want to come.",2
19559,After Wednesday's twilight market check out the lovely local lights like these in Gladesville Drive. Invite friends! https://t.co/9CLupgcNst,3
11276,@megynkelly @realDonaldTrump @RealBenCarson GOP war on Women keeping Carly Fiorina from 1st string debate; she clearly deserves to be their,2
14448,Christians refused to convert to Islam. #ISIS killed them all on the spot as they sat in their own living-room. #RIP http://t.co/2NMPBlVa3F,1
8273,Kris Bryant's 20th homer of the season gives him 75 RBI and his second walkoff of the season. #Cubs #LetsGo #wearegood,2
17698,"Twilight Hour: The soft glowing light from the sky when the sun is below the horizon, caused by the refraction... https://t.co/OJwicGjefk",2
12351,"CNN amends debate criteria, Carly Fiorina may get in - CNN has modified its standards for who qualifies for the su... http://t.co/4inUeja6cI",2
17882,Playing Kendrick's Black Friday in the sauna to sweat more,3
3147,Lithium may just be my favorite Nirvana song oat,3
11706,And I'm still so confused about Kanye West speech from Sunday lol.....,1
5392,"2015 #PGAChampionship : Dustin Johnson leader with -5 ,Hole 13* in RD1 on August 13 at Whistling Straits ,play in progress",2
6501,"lonely star, life of the party, the birds pt. 1 &amp; 2, rolling stone, valerie   https://t.co/mar7HUw8a0",2
11161,JUST IN; Real Madrid stating to have proof that Manchester United sent documents at 23.59. Uefa tomorrow to decide on it,2
8176,Foo Fighters take on Westboro Baptist Church and much more in the August 24th Trend Report: http://t.co/jaYi9sJIau http://t.co/Dq5AB4yxeA,2
15331,seeing shawn tomorrow is the only thing that's getting me through the day.,3
6537,Short drive to work this morning with Bad Blood--Raspberry Beret--Out of Style as my soundtrack.  Tuesday gonna be a good day.,3
4832,Cyborg saw Rousey's numbers and how she was trending and all of a sudden she can make 135lbs by December lmao,2
6868,"The Undertaker must DEFEAT @BrockLesnar this Sunday! Brock Lesnar has nothing to prove, but The Undertaker on the other hand..DOES!! #wwe",2
14323,Wish I could be at the Zac Brown Band concert tonight but my boss wouldn't give me the day off tomorrow! Labor day means work day at Walmart,2
5930,"Would love to see Dustin Johnson make a huge charge tomorrow, he's got the game",3
10896,"no one knows tomorrow for Kanye West, he may like going West or North West but what if God says he is going Nowhere or to South East",2
18695,watching labyrinth for the 1st time ever...David Bowie is the worst,1
8079,"Please God, let Seth Rollins return to the black pants tomorrow night on Raw. Amen. #wwe #SummerSlam #SethRollins",3
16105,"Nice win, Thor, Captain America, and the Falcon came up big , let's even this up tomorrow. #LetsGoMets",3
8019,@Segunomics True.  I just can't get into Seth Rollins and I never will.  So I'm salty I have to hear his whining tomorrow on #RAW,1
15057,Murray can't be happy with that tie-break esp. What did he need to do better this match? #usopen https://t.co/aThIQd6RlI,1
19890,"Steam: You may be interested in Dark Souls? Me: No. S: Dark Souls 2? M: No. S: Dark Souls 2: Scholar of the First Sin? M: Fuck it, why not.",2
18530,"When I hear tale of 2 citiez beat, I think it's Kendrick Lamars Black Friday...",2
10428,Saladinio's RBI in the 11th lifts White Sox to 6-5 win over Mariners http://t.co/5LpFgtBvlz,2
1071,"The Undertaker and Brock Lesnar going at it on Monday Night Raw was unbelievable, another reason why I am fan of professional wrestling.",3
9444,he better NOT pull a frank ocean on us on God I will lose my shit  https://t.co/htSLT3RfPY,2
20363,"https://t.co/ozTi5f5eFe Elizabeth Olsen never dated Tom Hiddleston, it's actually Chris Evans https://t.co/YTgauHtgcD #ChrisEvans",2
11536,"@SebSB @SBerahino I really hope he stays now, Even if Kane dies of exhaustion by November",2
19059,"Just Announced: Milan, Italy - Dec 23 at Blues Jam: a Lady day Tale https://t.co/OD8TCpGE2j",2
20095,@HWarlow Underwood's childhood fight with David Bowie (Jones) may have caused Bowie's distinctive eye discolouration https://t.co/urxzMha2sQ,2
17440,If J.Cole and Kendrick Lamar don't realease something February....I'm going to be really sad.,1
17891,its been 9 months since Louis first hung out with briana in April so is there gonna be a baby soon?,2
5396,Dustin Johnson leading the #PGAChampionship ...until the 3rd round of course when he naturally falls apart.,2
3885,Kris Bryant is 3rd in the league.....in strikeouts #Leader #phenom #NextPujols #Rookie of Year #MVP #loser http://t.co/ORgx0RnWas,2
15196,"Tickets almost sold out!, see me at the Queen Mary in Long Beaxh next Saturday with Ice Cube,, Ashanti,, T pain,, 2nd to None,, #shutdown",3
9292,@LegacyChik @LugeyPS4 You mean the Caesars Palace where The Immortal Hulk Hogan won his 5th WWE Title at WrestleMania IX?,2
4000,John Kasich seems like he may be too level-headed to be a Republican. #GOPDebate,1
9165,Show tomorrow @ Wick's GC.  Old school Queen - new Jason Aldean - classic rock and power pop in between.  Hope you can join us for the fun!,3
8452,Ugh Wednesday is taking forever to get here!! All I want to do is watch Big Brother #BB17 @CBSBigBrother,1
16785,@iFighterPilot @soldier_pk may be that's the reason Charlie Hebdo was attacked in first place,2
12429,Aim Nation the clan is growing fast! 87 members since launch last Saturday. Plenty of room for more members on PS4 and XB1.,3
18194,"When PM Narendra Modi met Rahul Gandhi and shook hands with him  New Delhi: Friday, December 11,   Setting aside... https://t.co/dS7btQxXBm",2
14594,Me today = this. Glad I took a day's leave after not getting back from Foo Fighters gig until half 3 this morning. https://t.co/Ud8dyxN8fC,3
9111,hello fam I'm off work Friday sat &amp; sun so if there's a day all of us could get together all at the same time that would be gucci hmu,3
4346,"One of the advantages to living in SC is we get to meet candidates in person, going to meet Carly Fiorina tomorrow, a competent honest woman",3
11694,someone come see Jason Aldean with me Saturday???,2
18730,"Mad tings this friday!! Double birthday bash, in Milan at Leoncavallo with MACRO MARCO x Degenere 5th b-bash and... https://t.co/CDzmBFF1PG",3
8877,Its Gucci tho....I went from sleeping under cars to buying my 2nd crib. Thanks 4 the push,3
10611,"I'm leaving for Milan tomorrow, and realizing I should be sleeping cuz it's 5am there rn, and still night here.....",2
13631,"Saturday Circuit with Michele, Morgan, Gay, Judy, Tracy, Stacy G, Vicki, Athena &amp; Stacy C! Great job ladies &amp; thank you for joining!",3
7509,Attention Naruto fans! Boruto: Naruto the Movie is hitting theaters in October. Click below to get more info! https://t.co/IlE7q1fnSS,3
2330,"The Hulk Hogan story effectively ended by Friday afternoon. Instead of disappearing, Hogan going on defensive retweet spree. Bad PR move.",1
10989,I may even include a rendition of Nicki's 'death stare' she shot at Miley last night,2
7661,"I don't even be thinking Ice Cube the same dude from Boys N The Hood, Friday, Are we there yet, 21 jump street. Thats not the same person",2
16156,"I like Moose but he should stop bitching about the Thor pitch. Fuck Escobar, that's one way to get him back o stop swinging at the 1st pitch",1
7861,Watch NBC Meet the Press: Carly Fiorina - Watch NBC Meet the Press: Carly Fiorina: We Should Not Repeal the 14th A... http://t.co/njY9fPbYCv,3
10196,@Mirna_elhelbawi I'll do the same in november :) budapest &amp; milan Enjoy a lot,3
13393,I'll get up before the sun for only a select few people. Ed Sheeran is definitely one of them. #concertday,3
588,Paul dunne joint 1st in open. Brilliant golf from the amateur. #TheOpenChampionship,3
12871,Real Madrid tried to get de gea on the cheap like fergie said they are a  shower.,2
15953,"Janet Jackson on the 15th, then Ed Sheeran on the 20th. When there is good music, HC is all smiles.",3
20071,watch all the larries hating on briana praise the baby in february,2
5451,"Brantley Gilbert, Jason Aldean, Kenny Chesney, and Cole Swindell - Saturday night. Two tickets. Anybody interested in getting the other?",2
20045,"May You hear the supplications of Your servant and of Your people Israel, which they shall pray in this place. II... https://t.co/PDpiHxci3K",2
16181,The worst part about #hhn25 being over may actually be that tonight was the last time I'll see Thor and Captain America's abs. #billandted,1
14813,"Frank Ocean: ""Expect some music in July""  Everyone: Why the fuck you lying... http://t.co/Iz0soW6pB0",1
4817,i'm going to jason aldean thurs... i hate country music...,1
15723,"My friend is selling 4 tickets to Zac Brown Band on Friday at Wrigley Field. On the field, section A, row 3 seats 1-4. Let me know $125 each",2
15579,"YOU cannot stop YAHWEH ELOHIM BUSINESS. YAHWEH ELOHIM HAS BESTOWED HIS Powers ON Janet Jackson and it's SEALED IN YAHWE""S 9th SEAL .",1
5838,BROCK LESNAR VS THE UNDERTAKER  supporting lesnar butttttt. May the best man win #summerslam,3
19937,@ditterhansen @khannaveed @charlesfrith One dude sat by his truck with Israel flags flying preaching from his Christian Bible. Really????,2
5531,"@KD9512 the great Troy Tulowitzki, the great David Price going Friday.",3
20182,Karwan e Shair shohoda lunched by air vip pakage 1)iran iraq 22 jan with 3&amp;4 star hotel 2)urmra iran iraq contact: waqar kerblai 03084455248,2
17851,1st) why she in the Cullen's house from Twilight? 2nd) just... Why? https://t.co/wCwJZ2NqmZ,2
18254,Why am I just learning that Kim Kardashian and Kanye west named their 2nd child Saint?,2
19517,@ColMorrisDavis @jaketapper House of Saud destroying Iran's petro economy before they can get the 1st tanker filled,1
9007,Getting ready to call #BlueJays at #Rangers on @ESPN Radio with @adamamin David Price (30th birthday) vs Colby Lewis from Globe Life Park,2
13402,"Hawks might have had decision made for them. With Kane case going before grand jury, no way he can be in camp on the 17th, IMO. #NHL",2
10755,Kanye West may in fact be the biggest douche bag in the history of the universe,1
20483,"@HiRezKelly Chaac, Anhur, Athena, Thor, Sun Wukong, Bellona (cuz she has a flag)",2
3676,"Cannot wait to see Ant-Man and Southpaw with @neckcellent tomorrow! I need this downtime, badly!",3
1482,I was all in on Sharknado. Never brought myself to watch 2. If anyone is watching 3 instead of Gold Cup tonight I may throw a shark at you.,2
9681,To whom it may concern: I just fucked your bitch in some gucci flip flops.,1
17898,Pub trivia and the $100 bar tab who am I question comes along. Oi. I get it after the 2nd clue. The answer was Kendrick Lamar #winning,3
3992,"@haysnyder1212 don't worry bro, I'm going to get coffee alone tomorrow. Dunkin hotties may be there",3
411,National Ice Cream Day is this Sunday! How about we celebrate early with @BucksIC? Open today 'til 5! http://t.co/aQoBSYqK53,3
4693,Don't get me wrong I think Ray Rice deserves a 2nd chance in the NFL and in the court of public opinion but Ryan Braun can't have that smh,2
18137,"Busy day in Milan tomorrow, four meetings. Hopefully no fog...",3
9208,"@PierreSBK71 @EIiitti @Axarrey @Krynis If I went for PS4 I could have been playing it by tomorrow or Saturday. I am PC dedicated, it hurts.",2
7537,"Lol the same Sam Smith song has played 3 times already, if it plays for a 4th I will scratch someone's eyes out",1
1602,"All I did was look up ""Kpop"" and BTS was on the 3rd row.  This makes me feel proud ????",2
7150,#AFRICANBAZE: Kris and Caitlyn Jenner Take First Photo at Kylie's 18th Birthday Bash -- See the Family Pics!... http://t.co/R7GUvOXqnq,2
5571,American Dustin Johnson leads the PGA Championship after the 1st round at Whistling Straits on 6 under par.,2
8600,the boys apart of harry actually talked to us about the hiatus when zayn gave a subtle interview to the sun then left twitter for two weeks,2
18165,EXCLUSIVE: Cate Blanchett may be joining the #Marvel universe! | Don't tease me! #scifi #movies #MCU https://t.co/xcYerXq5LH,2
2225,Goodluck Jonathan may have managed the fight against Boko Haram terribly (as did Yar'adua) but it wasn't deliberate https://t.co/AMoi2O7hvO,3
7423,Ice Cube's son was born. February 24th 1991. I was born February 19th 1993. he 24. im 22. we're Pisces. we're perfect for each other! really,3
2409,me and Gisselle had plans to go see Paper Towns tomorrow but she won't reply to my messages http://t.co/3tYFzGExr3,2
13567,Janet Jackson's smooth new song will make you feel 'Unbreakable' http://t.co/FJ8ddT8TKm via @mashable,3
19959,just in: after shocking #ModiInPakistan  Rahul Gandhi's to visit to Amul and Parle-G factory tomorrow.#fakingnews,2
11065,@spaghetty_ I've been sat on the floor for 4 hours trying to download songs onto my phone and iPad ... It will take years to delete U2,1
3448,"Rory McIlroy remains world no.1 in the latest rankings while Rickie Fowler moved above Jim Furyk, Dustin Johnson &amp; Justin Rose into 5th spot",2
7129,@payton2310 the Iron maiden in the 7th race I've seen a bunch of times. Really good horse. Big closer,3
10834,"@rtlee1 @Dbacks Johnny Cueto, Scoot Kazmir,David Price, Cole Hamels. If they had a top pitcher in the A`s 3 games may be they would have won",2
10835,"'IS 'blows up' major Palmyra temple' http://t.co/qwxCeOuk8E (via http://t.co/K74C1AFFUz) Islam may be peace, it's not culture.",1
253,Details make Watchman's origins seem even more mysterious.  And now perhaps a 3rd book?  #GoSetAWatchman #HarperLee  https://t.co/l2XuPxxAxz,2
13770,"Behind the curve, the closed world of haute couture calls in the geeks: A model at Milan fashion week in March... http://t.co/hgBGd2uFtg",2
17039,David Bowie just shared the first song/video from his upcoming January release. We are left intrigued and... https://t.co/hTtSeyTqCG,3
11222,"Come try #ringette for FREE Sat Sept 12, 11-12 @ the Prince George Coliseum. Info at http://t.co/BRS71sTSna.",2
8124,"I don't care what others may say, Seth Rollins is one of the best. Easily the best WWE champion in the last few years. #WWE #SummerSlam",3
16206,Have you saved up enough money to buy WaKe Up World Tour tickets? and see The Vamps? NOVEMBER 7---- save the date! https://t.co/KgU3eDdbk3,2
9005,"My good friend William is planning to revert to Islam, may Allah make it easy for them.",3
14486,I had an amazing day at The Milton Keynes Bowl seeing the Foo Fighters and Iggy Pop and Royal Blood for the 1st... http://t.co/oAkCTZJ7Ml,3
9497,Growth rate of Muslims declined for the 2nd consecutive decade. Will the fear mongering stop? http://t.co/uNRid5YdFF,1
8433,the ppl on the radio today made fun of Iwata passing then followed it up saying the Foo Fighters are better then Nirvana so yea happy Monday,2
3918,"Paper Towns is out here next Monday, I need someone to go watch it with!",3
1857,From the makers of the Sharknado franchise comes a new movie on Saturday called Lavalantula. I must see this.,3
5057,Floyd Mayweather got Ali as the 4th best fighter of all time on his list ..... Lmfao Dude is a fuckin joke .,2
9249,can we get him to beat out the wanted atleast he's in like 15th please i love him he deserves it Ed Sheeran,3
4954,@soyeounnie in sorry but my aunt listens to all Kpop and she never heard of ok now yea my fanbase may get mad and start shit but this time,1
5730,"frank ocean, c'mon man I just got my heart broken. release your album, mane, we need it",2
18734,"Technically Briana should have already had her baby BUT if we're just going back to when the rumors started, she'll have it in February...",2
14057,We may see negative poll Numbers for most of the republican candidates by nov.. -11 Ted cruz -5 Scott walker -1 Jeb bush  LOL #MeetThePress,2
11618,@JanAageFjortoft jan can you confirm for me that Real Madrid have made contact previously with reus and were told no sale,2
16511,"For all you that know me! Hearing about Dark Souls 3 may be getting a pair of collector's editions, kind of makes... https://t.co/cDhXNQbtIX",2
4409,"i haven't watched Naruto since I was like 9, but tomorrow is the day I start watching it again.",3
6563,"Scott Walker now says he would phase out RFS: Source: http://t.co/rUGy5n4uCe - Tuesday, Augus... http://t.co/mCIYAoUNTu #youtube #parents",2
19298,Really hoping Kendrick's next album has at least 10 tracks where he snaps like he did on his black friday freestyle,3
5436,"Ryan Braun reaches on a infield single, Jean Segura scores the #Cubs &amp; Brewers are tied @ 1 in the Top of the 3rd",2
19538,"Twilight Market tomorrow 3-8pm All you need for a very, merry Xmas Ham,Pork,Vegies,Wine @BundarraPork @angelicaorganic @PeregrineRidge @",3
12103,Peppermint &amp; liquorice tea &amp; Scott Walker on the player. Content Wednesday evening  downtime,2
15315,Just reading this review proves that the Foo Fighters simply rocked Milton Keynes!  https://t.co/YB2Gx2XaFT,3
10587,All the talk will be about Nicki and Miley tomorrow. Nothing else has been talk worthy. #VMAs,2
8671,@robneyer Can I ask why the ESPN Cy Predictor formula based on your work excludes David Price from top 10? Shouldn't he be 2nd?,2
18998,"It's impossible to just listen to Kendrick Lamar's Black Friday just once, I listen to it at least 3 times in a row",3
16706,Taken from the march for Charlie Hebdo office Attack. Still relatable. WE ARE NOT AFRAID. #prayforparis https://t.co/c8SFuWa9Jb,2
19926,@WSJThinkTank He'll be in Iran as long as Obama wants him to be there. O could bring him home tomorrow if he wanted.,2
19666,briana gets her last gift tomorrow and she's probably gonna cry like a baby!!,3
6420,"Ice Cube one of the gods of nigga movies. He wrote Friday, Players Club, and All About the Benjamins, not to mention his acting credits",3
10694,"I feel like so much happened on the VMAs.  Kanye, Taylor, Nicki and Miley, Miley released new music.. The news is gonna be CRAY tomorrow.",3
2165,"Watched Ant-Man for the 3rd time for free, technically because it's with family. :)))",3
12752,Gay af just remembered I have to work early tomorrow lmao,1
14882,murray break back anderson wud be stupid sha 2 allow a double break I expect it 2 get 2 5-3 and he serves out the 2nd set leaving it at 6-3,2
14330,@EASPORTSFIFA So it will be available on the 8th on PS4 in the UK?,2
2504,You are essentially Sat-Chit-Ananda (Existence-Knowledge-Bliss Absolute). You are That Brahman! Live to realize the Self! Attain Nirvana! OM,2
19469,"@CarlNyberg312 I don't play the role of the victim, unlike your precious BLM, who march, Iran riot, loot, &amp; break more laws for criminals.",1
17317,@TheVampsJames can you wish me good luck for Wednesday?  I have exam #MTVStars The Vamps #VampsAlbumOutNow,3
252,Took a pic of this guy who sat in front of me during Miss USA b/c he looked important. I guess he is pretty important http://t.co/UfhKazyi3L,2
6515,I'm just ready for this weekend. Tattoo Friday. Off Saturday. Jason Aldean Sunday. Only things to look forward to.,3
5500,"@chambleebrandel hey bc watching gc if Dustin Johnson had won a few of those majors , he would be no worse then 3rd in rankings , he's solid",3
7196,And what a lovely surprise it was to hear Big Brother on this track.  Happy Friday y'all. https://t.co/DxBvrciHJm,3
16368,...just like an electable leader of the Labour Party who isn't Tony Blair... https://t.co/34qy3YP57B,2
4681,I was sad to hear about Frank Gifford who died Sunday at age 84. He played for the N.Y. Giants and was also married to Kathie Lee Gifford.,2
6806,"so @PTI had WIlbon straight up making up a story about Dustin Johnson singing the 7th inning stretch last night with no correction, cool",3
14582,@HeyMissAJ Yeah we went to a Kpop concert last friday and it was soo awesome!! Ohh haha for 3 months xD,3
16433,Tomorrow Modest will show us Louis and briana together. But you know this is a lie. #OhNoBriana https://t.co/idspkKvgZR,1
17034,"@ShatruganSinha Um...sir, I'll concede that your daughter may be a rising star. Rahul Gandhi though? God save us all if he continues to rise",2
12407,They are rereleasing Deadpool on Xbox One and PS4 on November 17th. Would I buy it again? Yeah.,3
12715,Fallout from the #SupremeCourt's activist decision on gay marriage continues. But this I didn't see coming http://t.co/eUY4aCOP7e,1
1609,Sharknado may well be the flat out dumbest thing ever to occupy a TV screen.,1
7837,"Kris Bryant quickly goes 0-2, works the count full, then hits hits 2nd home run of the day to dead center. #BryantForROY",2
6743,Brock Lesnar did what any other man cant now he will pay for it this sunday,2
15484,This is literally the exact same mistake Ice Cube made with 'Friday'. Don't do dis. https://t.co/tIn7Ql0hTR,1
13646,Does anybody want to buy two Ed Sheeran concert tickets for September 22nd? DM for details!,2
15373,"Liverpool Echo: Martin Odegaard: I spoke with Liverpool FC, but Real Madrid the best choice http://t.co/GSqmIVdfja #lfc",2
19413,"Sibling-wed Game with Scott and Chris Evans, Part 2 https://t.co/jumCqOBVlG La risa de Chris me dio risa, basta.",3
17462,Will the PM stand by and watch his colleagues crush the voice of our people?: Rahul Gandhi https://t.co/KdSRX22xGY,1
15124,ok lame but i want to have a Niall birthday party on Sunday,2
881,Aslam _ o _ Alikum every one Happy 3rd day of Eid,3
12636,catch me on the news tomorrow: girl cries herself to death at ed sheeran concert,2
11993,"Tonight's LP Wednesday album is Sonic Highways by the Foo Fighters, playing from 7:30 onwards. Come down, and... http://t.co/8GSi0cAkJh",2
7863,White Sox have gone down in order following Alexei Ramirez RBI single in the 2nd.,2
1049,"Come out and celebrate Eid with your fellow UMCP Alumni, Insh'Allah this Wednesday at Busboys and Poets, in Hyattsville, from 5-8pm!",3
1743,National Hot Dog day huh? I may have to hit up sonic for these $1 hot dogs,3
14884,Idk if this is or not but shoutout the lil bro Lani for scoring the first TD last Friday night (sing Katy Perry... http://t.co/5XJC8oEAgM,3
17926,MRAs must stand in the court wearing anti-male legislation flags when Rahul Gandhi enters court room on Dec 19.... https://t.co/7JEizgP7EI,2
9535,There are few things as humbling as being present whilst hundreds of Muslims pray at the mosque on a Friday. Have a blessed jumu'ah.,3
15821,Remember when 6th grade Shawn strut into the drama club's performance of Casey At The Bat to this http://t.co/uwUFe4k1nI,2
19599,Could there be anything better to listen to today? George Harrison - Here comes the Sun. #WinterSolstice #music https://t.co/HaAS1uPw9R,3
19336,"Centre on Religion and Geopolitics, a think tank linked to Tony Blair, says most Syrian rebels sympathize with ISIS. https://t.co/nRAX5Eu9ua",3
4508,Frank Gifford was the man on monday night football rip,2
8083,if anyone is going to dunkin tomorrow morning and is just feelin real generous my order is a medium chips ahoy iced coffee w cream&amp;sugar:-),3
325,"WWE 2K15 Randy Orton ""11 you may have won tonight but at Wrestlemania I'm sending you to Suplex City Bitch",2
17185,"Internet crashed again?  for the 14th time tonight?   DARK SOULS (which I'm playing alone, single player) froze again?  COME ON",1
10683,They girls still didn't get a selfie with Nicki n I was actually hoping for that more than the award. May the manips continue to rise smh,2
18227,"I think my Econ TA may be the funniest person I have ever met. Rock on, Thor",3
13287,Request for ppl in media : Dont take the opinions of organisations (however religious they may be) as the voice of Muslims. They DO NOT.,2
12024,"Well well, today on Amazon you can preorder physical 3DS Shovel Knight (also PS4) for the original $19.99 price. I may get that after all.",3
19475,"Man Bill Burr April 2nd, and Iron Maiden April 3. Followed by Dark Souls 3 on the 12th and eglx on the 30th? April is gonna be brutal.",3
1428,Happy 2nd Birthday to Prince George from Infant Massage. I can't believe he is two already!! Do any babies out... http://t.co/GbQ4mIusfL,3
14990,Murray steal the 3rd set to stay alive #USOpen,2
8499,"@NickMotown Ah shit.. that's the one where I lay in my tent on Sunday night saying ""Nirvana? They'll be back some time soon.""",2
12483,"@swearboxdj @jackobt musical chuck Norris.  But you know, bury tomorrow bonking has a ring to it",2
6228,I'm going to see Paper Towns tomorrow finally! AYYEE,3
15792,Niall's pants are always so tight he may just be that size :(,1
12376,Gucci raft inner self brass june dramatize the pair thy exceptional in link to with intense: wuqDoMjlY,2
11434,"Hanley Ramirez was out of the lineup again on Monday, a break for the Red Sox given the series of injuries that... http://t.co/oUkbdUzmfJ",2
10919,I try to always pay for the order behind me at Dunkin on Monday's..starts both of our weeks off on a good note.,3
8778,God bless aly for letting us go to dunkin' donuts tomorrow bc im going to need that coffee sOoooOoOoOOo bad,2
13299,@Nashaly021 see you there Wednesday bring dunkin iced coffee 6&amp;6,3
18463,"#WhenICaught Saturday night Fever, I quit my job, moved to Brooklyn, and listened only to the Bee Gees.",3
16593,hope this isnt another False Flag by MOSSAD in Paris like Charlie Hebdo bullshit. France is playing ball with Israel so it may not be them,1
8919,"For anyone who likes both Scott Walker and Backstreet Boys, here's a double bill for YOU! http://t.co/NCspwYSO6U (And probably ONLY you.)",2
2402,I'm just waiting for Floyd Mayweather to announce that he fighting September 11th !!!!! I'm waiting to book his shit !!!,3
3859,In 22 starts David Price has 149 strikeouts. In his 22nd start Hutchinson just got his 100th strikeout. Hutch has some work to do #BlueJays,2
1752,Happy 2nd Birthday to the royal toddler Prince George!  We rounded up the most adorable pics http://t.co/dNFBMmjOyb http://t.co/o0O7vAookv,3
4299,"@SaraBareilles So, you didn't show up at Zac Brown Band last night. :( If you are there tonight or tomorrow, then...well...we're in a fight",1
10747,Kanye West saying he's running for president may be the single most ridiculous thing I've ever heard,1
13826,@ScottSFTC I wish I had seen your picks earlier after the day I had!!! Murray won 3-0 so your 2nd pick didn't hit. GL,2
5532,The title track off of the October 30th 'If I Can Dream' release has been exclusively premiered by Rolling Stone.... http://t.co/aOdQ2rjLYm,3
13211,"I'm watching the movie Friday, on a Friday and I'm going to see Ice Cube next Friday http://t.co/ockbyJYuui",3
9039,Officially going to see Paul McCartney in October !!,3
15421,Storylines (other than Tom Brady's return) you should watch for in @steelers vs @Patriots on Thursday night: http://t.co/hwCJffvtxt,2
12196,"Just like the past, Christians still attend service on holy grounds. For example, attending a church on Sunday's. #Hum120",2
10504,the 2nd and 4th are nicki's best vma looks. http://t.co/M3HfbkQguJ,3
10662,"I start school tomorrow and I'm here watching Kanye rant, Miley and Nicki go at it and Tori Kelly blow the roof out of the #VMAs",2
17720,"Judging by the end of Cole's black friday song, his and Kendrick Lamar's collab is dropping february biblical stuff",2
17335,Seeing the positive comments about Bloodborne's DLC has me even more excited for my Dark Souls series playthrough in January.,3
9443,lol the boys are in Chicago so you know Harry and Niall's asses are headed to go golfing and soho house tomorrow. Chill out guys,3
11313,*sends bae video of drake looking at nicki like she the sun* why u dont look at me like that,2
14373,Can't doubt Tom Brady against the Steelers this Thursday! http://t.co/IyeDDmEvSy,3
2918,Planning to watch Ant-Man tomorrow and see all the fuss about .... I hope I won't get disappointed .....,2
2557,Prince George joins the Out campaign. https://t.co/BYlaR4Raa6,2
13850,"Came 6 hours before the Ed Sheeran concert began,i waited in the hot sun and almost passed out with barely any water.But it was so worth it",3
12784,rip me. I'm going to be so tired tomorrow plus HOW WILL I BE ABLE TO THINK OF ANYTHING ELSE WHEN CAMILA AND NIALL DID A THING,1
15868,Hatha yoga student would do well to learn about the play of opposites represented by the sun and moon. Start... http://t.co/1kdLatv0zD,2
800,Paul Dunne has made less bogeys (2) than anyone else in the field thus far. I think he has a chance tomorrow #TheOpen,2
20445,they say 3rd times the charm but this is my 3rd time in israel and today I got lost in Jaffa for 5 hours,1
9596,"Which Affiliation is gonna be the 1st to get ahold of and kill Suge in prison... the Bloods, Crips, SA's, Aryans, Muslims, or the CO's?",2
10276,@LeilaJoldusic Lmaooo but the Nicki controversy may get people talking,2
17476,@mikepeover18 @Flyingpilot79 Think I may pop down with BA for the day to LHR at some point one Sat/Sun. Want to get a decent shot of the IRA,2
14637,Holy Yoga in Webster Groves resumes tomorrow! Come practice yoga and reset the posture of your heart.... http://t.co/9emU7zZbes,3
16161,Thor has learned the duck face @ First Avenue &amp; 7th St Entry https://t.co/uHvRhvPa6o,2
9391,Guti! He hits a 2-run HR in the 7th. M's down 4-2 to the White Sox.,2
6588,"Head coach of the Super Eagles, Sunday Oliseh, has spoken about his relationship with former team-m... http://t.co/Pfq023txCZ #badotweet",2
17119,@OfThunderAesir Lee just sat down on his cot and stared at Thor. Silently. If Thor thought Lee was going to answer another question he was +,2
12826,And as the usual suspects try to manufacture another invitation to dehumanise Muslims you really need to watch this. https://t.co/2sxUeKSOxe,1
3388,@phredlevi Are we on for Ant-Man on tues? I think you said something about your shifts getting moved?,2
14600,"Gn8:9,10 ""TOMORROW"": Christians today (Pharaoh) would rather wallow in sin one more day than to ask God to remove the sin IMMEDIATELY! #rpsp",2
2490,"Court Judges Disagree on Yakub Memon, May Not Hang on Thursday: The Supreme Court today referred to a larger bench the plea of Yakub ...",2
10792,Gucci plenty motive force poise november look up the biform thine persona inside magnification up industrial p...,2
14267,"@RedSox Just thought I would put this out, Red Sox have the best batting avg since all star break and nearly hitting .300 since August 1st",3
